,Y,Pais,edad,genero,Antiguedad,nombre_estado,Tiene_creditos,Creditos,saldo_actual,saldo_vencido,mop_historico,numero_pagos_vencidos,Promedio de limite_credito,Promedio de credito_maximo,Promedio de cantidad_cuotas,Promedio de valor_cuota,ahorro_impacto,bienestar_financiero_impacto,coaching_impacto,gestion_de_gastos_impacto,score,perfil_usuario,sistema_operativo,Desinstalaciones,Tiene_ahorro,monto_ahorro,monto_bloqueado,monto_total,Tiene_seguros,Seguros,Activo_saldo_actual,Activo_saldo_vencido,%_Activo,Activos_pagos_vencidos,Activos_garantia,Autos_saldo_actual,Autos_saldo_vencido,%_Autos,Autos_pagos_vencidos,Autos_garantia,Comunicaciones_saldo_actual,Comunicaciones_saldo_vencido,%_comunicaciones,Comunicaciones_pagos_vencidos,Comunicaciones_garantia,Consumo_saldo_actual,Consumo_saldo_vencido,%_consumo,consumo_pagos_vencidos,consumo_garantia,Educacion_saldo_actual,Educacion_saldo_vencido,%_educuacion,Educacion_pagos_vencidos,Educacion_garantia,Libranza_saldo_actual,Libranza_saldo_vencido,%_libranza,Libranza_pagos_vencidos,Libranza_garantia,Microcredito_saldo_actual,Microcredito_saldo_vencido,%_microcredito,microcredito_pagos_vencidos,microcredito_garantia,Otros_saldo_actual,Otros_saldo_vencido,%_otro,Otros_pagos_vencidos,Otros_garantia,Tarjeta_credito_saldo_actual,Tarjeta_credito_saldo_vencido,%_tarjeta,Tarjeta_pagos_vencidos,Tarjeta_garantia,Vivienda_saldo_actual,Vivienda_saldo_vencido,%_vivienda,Vivienda_pagos_vencidos,Vivienda_garantia,Garantia
10813,0,CO,32.0,MASCULINO,Menos de 6 meses,,1,7,639000.0,429000.0,N,,42857.0,0.0,,60429.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,375000.0,375000.0,0.586854460093896,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,264000.0,54000.0,0.413145539906103,,,,,,,,1.0
10814,0,CO,28.0,FEMENINO,de 6 meses a 1 año,,1,8,320999.0,320999.0,N,13.0,0.0,7999.0,-1.0,5714.0,0.0,0.0,0.0,0.0,332.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,320999.0,320999.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,2.0
10823,0,CO,36.0,MASCULINO,Menos de 6 meses,,1,12,1958000.0,2188000.0,N,,66667.0,97750.0,72.5,180417.0,0.0,0.0,0.0,0.0,343.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,1173000.0,1814000.0,0.599080694586312,,1.0,,,,,,,,,,,,,,,,,,,,,785000.0,374000.0,0.400919305413687,,,,,,,,2.0
10824,0,CO,37.0,MASCULINO,Menos de 6 meses,,1,8,1589000.0,687000.0,N,,0.0,180000.0,4.0,45625.0,0.0,0.0,0.0,0.0,150.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,408000.0,408000.0,0.256765261170547,,1.0,1181000.0,279000.0,0.743234738829452,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10826,0,CO,42.0,MASCULINO,Menos de 6 meses,,1,4,0.0,0.0,N,,0.0,63750.0,1.0,0.0,0.0,0.0,0.0,0.0,775.0,Alto,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,,1.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10836,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,13,50952000.0,6418000.0,N,,2430769.0,2295769.0,55.2,491692.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,30589000.0,2655000.0,0.600349348406343,,1.0,,,,,,,,,,,,,,,,,,,,,20363000.0,3763000.0,0.399650651593656,,,,,,,,2.0
10849,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,12,5138000.0,4344000.0,N,22.0,,173333.0,3.5,118000.0,0.0,0.0,0.0,0.0,381.0,Bajo,,,0,0.0,0.0,0.0,0,0,4094000.0,2978000.0,0.796808096535617,18.0,1.0,,,,,,,,,,,1044000.0,1366000.0,0.203191903464383,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10855,0,CO,19.0,MASCULINO,Menos de 6 meses,,1,2,1259000.0,113000.0,N,,400000.0,500000.0,10.0,113000.0,0.0,0.0,0.0,0.0,464.0,Sin registro,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,655000.0,0.0,0.520254169976171,,1.0,,,,,,,,,,,,,,,,,,,,,604000.0,113000.0,0.479745830023828,,,,,,,,1.0
10858,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,1,161000.0,161000.0,,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,161000.0,161000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10864,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,3,1600000.0,2087000.0,N,,0.0,1156333.0,4.0,456000.0,0.0,0.0,0.0,0.0,351.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,1600000.0,2087000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10866,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,4,180000.0,62000.0,N,,0.0,10500.0,,10500.0,0.0,0.0,0.0,0.0,449.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,180000.0,62000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10871,0,CO,27.0,MASCULINO,de 6 meses a 1 año,,1,6,1446000.0,3820000.0,6,17.0,,1000000.0,30.0,48500.0,0.0,0.0,0.0,0.0,436.0,Bajo,,,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,1446000.0,3820000.0,1.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10872,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,6,2824000.0,1936000.0,N,,0.0,489667.0,3.5,246000.0,0.0,0.0,0.0,0.0,410.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,2824000.0,1936000.0,1.0,,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,2.0
10874,0,CO,29.0,FEMENINO,Menos de 6 meses,,1,3,551000.0,551000.0,6,14.0,,62666.0,-0.33,19333.0,0.0,0.0,0.0,0.0,271.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,551000.0,551000.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10883,0,CO,31.0,FEMENINO,de 6 meses a 1 año,,1,1,0.0,0.0,N,0.0,,-1.0,-1.0,61000.0,0.0,0.0,0.0,0.0,703.0,Medio,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10888,0,CO,21.0,MASCULINO,Menos de 6 meses,"Bogotá, d.c.",1,5,8634000.0,1487000.0,N,,600000.0,1567200.0,27.67,388600.0,0.0,0.0,0.0,0.0,575.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,6206000.0,1487000.0,0.718786194116284,,1.0,,,,,,,,,,,,,,,,,,,,,2428000.0,0.0,0.281213805883715,,,,,,,,1.0
10896,0,CO,45.0,MASCULINO,Menos de 6 meses,,1,12,634999.0,249999.0,N,0.0,,79799.0,-0.6,96800.0,0.0,0.0,0.0,0.0,322.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,249999.0,249999.0,0.393699832598161,0.0,1.0,385000.0,0.0,0.606300167401838,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10901,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,4,720000.0,720000.0,6,,0.0,0.0,18.0,9250.0,0.0,0.0,0.0,0.0,150.0,Bajo,,,0,0.0,0.0,0.0,0,0,452000.0,452000.0,0.627777777777777,,1.0,,,,,,268000.0,268000.0,0.372222222222222,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10903,0,CO,22.0,MASCULINO,mas de 1 año,,1,26,3415000.0,0.0,N,0.0,,276385.0,2.69,63192.0,0.0,0.0,1.0,0.0,695.0,Medio,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,3415000.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10907,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,2,413000.0,413000.0,6,6.0,,-1.0,7.0,83500.0,0.0,0.0,0.0,0.0,349.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,413000.0,413000.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10910,0,CO,43.0,FEMENINO,Menos de 6 meses,,1,3,3739000.0,3694000.0,,2.0,,390333.0,-0.33,365999.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,902000.0,857000.0,0.241240973522332,1.0,1.0,2837000.0,2837000.0,0.758759026477667,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10911,0,CO,26.0,FEMENINO,Menos de 6 meses,,1,19,8727000.0,403000.0,N,,115737.0,754895.0,4.41,35421.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,7129000.0,403000.0,0.816890111149306,,1.0,,,,,,,,,,,,,,,,,,,,,1598000.0,0.0,0.183109888850693,,,,,,,,1.0
10912,0,CO,31.0,FEMENINO,Menos de 6 meses,,1,4,372000.0,185000.0,N,1.0,,232500.0,5.5,56000.0,0.0,0.0,0.0,0.0,398.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,187000.0,0.0,0.50268817204301,0.0,1.0,,,,,,,,,,,,,,,,185000.0,185000.0,0.497311827956989,1.0,1.0,,,,,,,,,,,2.0
10915,0,CO,39.0,MASCULINO,Menos de 6 meses,,1,3,2377000.0,2875000.0,N,,0.0,1103333.0,16.0,56000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,2377000.0,2875000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10921,0,CO,42.0,MASCULINO,Menos de 6 meses,,1,4,296000.0,296000.0,N,,175000.0,19000.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,296000.0,296000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
10922,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,1,45000.0,45000.0,6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,45000.0,45000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10923,0,CO,26.0,MASCULINO,Menos de 6 meses,,1,2,301000.0,309000.0,6,,0.0,267500.0,2.0,63500.0,0.0,0.0,0.0,0.0,418.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,125000.0,125000.0,0.415282392026578,,1.0,176000.0,184000.0,0.584717607973422,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10943,0,CO,32.0,MASCULINO,Menos de 6 meses,,1,1,2142000.0,2142000.0,6,,0.0,2157000.0,23.0,93000.0,0.0,0.0,0.0,0.0,408.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,2142000.0,2142000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10944,0,CO,29.0,MASCULINO,Menos de 6 meses,,1,2,209000.0,209000.0,N,,0.0,0.0,,17000.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,209000.0,209000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10960,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,6,924000.0,714000.0,N,,0.0,153833.0,3.0,71500.0,0.0,0.0,0.0,0.0,278.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,150000.0,150000.0,0.162337662337662,,1.0,774000.0,564000.0,0.837662337662337,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10966,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,4,549000.0,549000.0,N,,0.0,339250.0,23.0,14750.0,0.0,0.0,0.0,0.0,281.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,173000.0,173000.0,0.31511839708561,,1.0,376000.0,376000.0,0.684881602914389,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10972,0,CO,25.0,FEMENINO,Menos de 6 meses,,1,9,31211000.0,28643000.0,N,,466667.0,2709111.0,22.0,3421111.0,0.0,0.0,0.0,0.0,236.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,22738000.0,22539000.0,0.728525199448912,,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,8473000.0,6104000.0,0.271474800551087,,,,,,,,2.0
10975,0,CO,30.0,MASCULINO,Menos de 6 meses,,1,13,14278000.0,30516000.0,,167.0,,1612285.0,23.71,1202000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,1743000.0,1743000.0,0.122075920997338,0.0,1.0,12535000.0,28773000.0,0.877924079002661,167.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10978,0,CO,47.0,MASCULINO,Menos de 6 meses,,1,7,645000.0,645000.0,N,,71429.0,154429.0,4.33,75286.0,0.0,0.0,0.0,0.0,407.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,155000.0,155000.0,0.240310077519379,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,490000.0,490000.0,0.75968992248062,,,,,,,,2.0
10986,0,CO,,MASCULINO,de 6 meses a 1 año,,1,2,203000.0,203000.0,N,,0.0,0.0,1.0,101500.0,0.0,0.0,0.0,0.0,261.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,203000.0,203000.0,1.0,,1.0,,,,,,,,,,,2.0
10989,0,CO,43.0,FEMENINO,Menos de 6 meses,,1,3,877000.0,877000.0,N,,0.0,292333.0,24.0,13667.0,0.0,0.0,0.0,0.0,457.0,Sin registro,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,877000.0,877000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
10998,0,CO,31.0,FEMENINO,Menos de 6 meses,,1,4,465000.0,156000.0,N,,0.0,0.0,1.0,156250.0,0.0,0.0,1.0,0.0,440.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,465000.0,156000.0,1.0,,1.0,,,,,,,,,,,2.0
10999,0,CO,24.0,MASCULINO,de 6 meses a 1 año,,1,1,507000.0,507000.0,6,,0.0,0.0,0.0,507000.0,0.0,0.0,0.0,0.0,400.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507000.0,507000.0,1.0,,1.0,,,,,,,,,,,1.0
11012,0,CO,32.0,FEMENINO,Menos de 6 meses,,1,5,765000.0,505000.0,N,,0.0,0.0,1.0,86800.0,0.0,0.0,0.0,0.0,150.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,331000.0,331000.0,0.432679738562091,,1.0,,,,,,,,,,,,,,,,,,,,,434000.0,174000.0,0.567320261437908,,1.0,,,,,,,,,,,2.0
11020,0,CO,39.0,MASCULINO,Menos de 6 meses,,1,4,59000.0,59000.0,4,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,440.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,59000.0,59000.0,1.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11027,0,CO,30.0,FEMENINO,Menos de 6 meses,,1,7,2900000.0,368000.0,N,0.0,,325285.0,5.43,30714.0,0.0,0.0,0.0,0.0,269.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,711000.0,368000.0,0.245172413793103,0.0,1.0,2189000.0,0.0,0.754827586206896,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11035,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,6,4789000.0,2880000.0,N,,0.0,648333.0,2.0,475833.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,62000.0,61000.0,0.0129463353518479,,1.0,4727000.0,2819000.0,0.987053664648152,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11038,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,8,346000.0,47000.0,N,0.0,,64874.0,-0.5,45875.0,0.0,0.0,0.0,0.0,401.0,Bajo,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,78000.0,47000.0,0.22543352601156,0.0,1.0,268000.0,0.0,0.774566473988439,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11045,0,CO,23.0,FEMENINO,de 6 meses a 1 año,Antioquia,1,1,229000.0,229000.0,6,0.0,,111000.0,-1.0,111000.0,1.0,0.0,1.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,1,50000.0,75781.78,75807.24,0,0,,,,,,,,,,,229000.0,229000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11048,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,9,255000.0,294000.0,N,,88889.0,11333.0,9.0,45000.0,0.0,0.0,0.0,0.0,420.0,Bajo,,,0,0.0,0.0,0.0,0,0,255000.0,294000.0,1.0,,1.0,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
11064,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,14,1726000.0,1842000.0,N,12.0,,765750.0,1.5,269500.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,1726000.0,1842000.0,1.0,12.0,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,2.0
11067,0,CO,20.0,MASCULINO,Menos de 6 meses,,1,14,7321000.0,2293000.0,N,,0.0,1075500.0,6.46,52000.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,5153000.0,125000.0,0.703865592132222,,1.0,,,,,,,,,,,2168000.0,2168000.0,0.296134407867777,,1.0,,,,,,,,,,,,,,,,2.0
11074,0,CO,26.0,MASCULINO,de 6 meses a 1 año,,1,3,1405000.0,2701000.0,N,8.0,,921333.0,6.0,141333.0,0.0,0.0,0.0,0.0,355.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,35000.0,0.0,0.0249110320284697,0.0,1.0,1370000.0,2701000.0,0.97508896797153,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11086,0,CO,34.0,MASCULINO,Menos de 6 meses,,1,4,279000.0,279000.0,N,,0.0,262250.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,279000.0,279000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
11095,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,5,5514000.0,5403000.0,N,,0.0,1635000.0,22.4,925000.0,0.0,0.0,0.0,0.0,367.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,5514000.0,5403000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11117,0,CO,19.0,FEMENINO,Menos de 6 meses,,1,1,251000.0,0.0,N,,0.0,0.0,1.0,251000.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251000.0,0.0,1.0,,1.0,,,,,,,,,,,1.0
11135,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,5,4629000.0,3330000.0,N,,0.0,976600.0,14.5,124400.0,0.0,0.0,0.0,0.0,351.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,56000.0,56000.0,0.012097645279758,,1.0,4573000.0,3274000.0,0.987902354720241,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11137,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,4,405000.0,405000.0,N,25.0,,39249.0,-1.0,39250.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,405000.0,405000.0,1.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11141,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,12,9692000.0,0.0,N,,0.0,532333.0,12.58,68500.0,0.0,0.0,0.0,0.0,688.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,5991000.0,0.0,0.618138671068922,,1.0,,,,,,,,,,,,,,,,3701000.0,0.0,0.381861328931077,,1.0,,,,,,,,,,,2.0
11145,0,CO,23.0,FEMENINO,Menos de 6 meses,,1,6,3179000.0,743000.0,N,,0.0,453167.0,7.2,94667.0,0.0,0.0,0.0,0.0,393.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,3179000.0,743000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11154,0,CO,28.0,MASCULINO,Menos de 6 meses,,1,6,9220000.0,0.0,N,,1750000.0,16667.0,36.0,87000.0,0.0,0.0,0.0,0.0,708.0,Medio,ANDROID,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,1.0,,,,,,24000.0,0.0,0.00260303687635574,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,9196000.0,0.0,0.997396963123644,,,,,,,,2.0
11156,0,CO,30.0,MASCULINO,Menos de 6 meses,,1,7,1180000.0,841000.0,N,13.0,,123333.0,3.17,80833.0,0.0,0.0,0.0,0.0,422.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1180000.0,841000.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11157,0,CO,21.0,FEMENINO,Menos de 6 meses,,1,8,828000.0,14000.0,N,,112500.0,229875.0,3.57,21000.0,0.0,0.0,0.0,0.0,457.0,Sin registro,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,828000.0,14000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,1.0
11158,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,4,642000.0,530000.0,N,,0.0,112250.0,3.0,122500.0,0.0,0.0,0.0,0.0,216.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,193000.0,81000.0,0.300623052959501,,1.0,449000.0,449000.0,0.699376947040498,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11175,0,CO,35.0,MASCULINO,Menos de 6 meses,,1,2,442000.0,442000.0,6,1.0,,221000.0,0.0,221000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,442000.0,442000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11181,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,10,4406000.0,4156000.0,N,31.0,,372000.0,7.9,433500.0,0.0,0.0,0.0,0.0,274.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,71000.0,71000.0,0.016114389468906,29.0,1.0,4335000.0,4085000.0,0.983885610531093,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11186,0,CO,33.0,MASCULINO,Menos de 6 meses,,1,10,858000.0,54000.0,N,,0.0,378000.0,1.4,80400.0,0.0,0.0,0.0,0.0,393.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,858000.0,54000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11191,0,CO,31.0,FEMENINO,Menos de 6 meses,,1,2,328000.0,328000.0,6,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,328000.0,328000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11196,0,CO,39.0,MASCULINO,de 6 meses a 1 año,,1,10,2694000.0,754000.0,N,2.0,,440375.0,18.25,105875.0,0.0,0.0,0.0,0.0,369.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,2694000.0,754000.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11197,0,CO,,DESCONOCIDO,Menos de 6 meses,,1,3,391000.0,740000.0,6,,0.0,0.0,1.0,124333.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,18000.0,18000.0,0.0460358056265984,,1.0,,,,,,,,,,,,,,,,,,,,,373000.0,722000.0,0.953964194373401,,1.0,,,,,,,,,,,2.0
